symbol,tf,exit,filter,total_signals,is_n,oos_n,oos_mean,oos_wr,oos_total,expectancy_score
J225,15m,B,TREND_ALIGN,6,1,0,0.0,0.0,0.0,0.0
J225,15m,B,TREND_AGAINST,6,2,3,0.3333333333333333,0.6666666666666666,1.0,0.0
J225,15m,C,no_filter,6,3,3,1.5204812681628967,0.6666666666666666,4.5614438044886905,0.0
J225,15m,C,VOL_HIGH,6,1,0,0.0,0.0,0.0,0.0
J225,15m,C,VOL_NORMAL,6,0,1,-0.6806217775498751,0.0,-0.6806217775498751,0.0
J225,15m,C,LEVEL_FRESH,6,1,3,1.5204812681628967,0.6666666666666666,4.5614438044886905,0.0
J225,15m,C,TREND_ALIGN,6,1,0,0.0,0.0,0.0,0.0
J225,15m,C,TREND_AGAINST,6,2,3,1.5204812681628967,0.6666666666666666,4.5614438044886905,0.0
J225,15m,D,no_filter,6,3,3,0.2066378439456745,0.6666666666666666,0.6199135318370235,0.0
J225,15m,D,VOL_HIGH,6,1,0,0.0,0.0,0.0,0.0
J225,15m,D,VOL_NORMAL,6,0,1,-1.0,0.0,-1.0,0.0
J225,15m,D,LEVEL_FRESH,6,1,3,0.2066378439456745,0.6666666666666666,0.6199135318370235,0.0
J225,15m,D,TREND_ALIGN,6,1,0,0.0,0.0,0.0,0.0
J225,15m,D,TREND_AGAINST,6,2,3,0.2066378439456745,0.6666666666666666,0.6199135318370235,0.0
J225,1h,A,no_filter,32,16,16,-0.18219181061951628,0.4375,-2.9150689699122605,0.0
J225,1h,A,VOL_HIGH,32,3,1,-1.0,0.0,-1.0,0.0
J225,1h,A,VOL_NORMAL,32,11,14,-0.18356274476882756,0.42857142857142855,-2.569878426763586,0.0
J225,1h,A,LEVEL_FRESH,32,13,9,-0.5928692088111605,0.2222222222222222,-5.335822879300444,0.0
J225,1h,A,TREND_ALIGN,32,2,0,0.0,0.0,0.0,0.0
J225,1h,A,TREND_AGAINST,32,14,16,-0.18219181061951628,0.4375,-2.9150689699122605,0.0
J225,1h,B,no_filter,32,16,16,-0.125,0.4375,-2.0,0.0
J225,1h,B,VOL_HIGH,32,3,1,-1.0,0.0,-1.0,0.0
J225,1h,B,VOL_NORMAL,32,11,14,-0.14285714285714285,0.42857142857142855,-2.0,0.0
J225,1h,B,LEVEL_FRESH,32,13,9,-0.5555555555555556,0.2222222222222222,-5.0,0.0
J225,1h,B,TREND_ALIGN,32,2,0,0.0,0.0,0.0,0.0
J225,1h,B,TREND_AGAINST,32,14,16,-0.125,0.4375,-2.0,0.0
J225,1h,C,no_filter,32,16,16,-0.319934017409661,0.3125,-5.118944278554576,0.0
J225,1h,C,VOL_HIGH,32,3,1,-0.9303841463516697,0.0,-0.9303841463516697,0.0
J225,1h,C,VOL_NORMAL,32,11,14,-0.3289218288725742,0.2857142857142857,-4.604905604216039,0.0
J225,1h,C,LEVEL_FRESH,32,13,9,-0.41915622105001854,0.2222222222222222,-3.7724059894501667,0.0
J225,1h,C,TREND_ALIGN,32,2,0,0.0,0.0,0.0,0.0
J225,1h,C,TREND_AGAINST,32,14,16,-0.319934017409661,0.3125,-5.118944278554576,0.0
J225,1h,D,no_filter,32,16,16,-0.16250116809383663,0.4375,-2.600018689501386,0.0
J225,1h,D,VOL_HIGH,32,3,1,-1.0,0.0,-1.0,0.0
J225,1h,D,VOL_NORMAL,32,11,14,-0.1817320717269148,0.42857142857142855,-2.544249004176807,0.0
J225,1h,D,LEVEL_FRESH,32,13,9,-0.5603643852066964,0.2222222222222222,-5.043279466860268,0.0
J225,1h,D,TREND_ALIGN,32,2,0,0.0,0.0,0.0,0.0
J225,1h,D,TREND_AGAINST,32,14,16,-0.16250116809383663,0.4375,-2.600018689501386,0.0
J225,4h,A,no_filter,5,2,3,0.8012467551049016,1.0,2.403740265314705,0.0
J225,4h,A,VOL_HIGH,5,0,0,0.0,0.0,0.0,0.0
J225,4h,A,VOL_NORMAL,5,2,2,0.7198914509342329,1.0,1.4397829018684658,0.0
J225,4h,A,LEVEL_FRESH,5,2,3,0.8012467551049016,1.0,2.403740265314705,0.0
J225,4h,A,TREND_ALIGN,5,0,0,0.0,0.0,0.0,0.0
J225,4h,A,TREND_AGAINST,5,2,3,0.8012467551049016,1.0,2.403740265314705,0.0
J225,4h,B,no_filter,5,2,3,1.0,1.0,3.0,0.0
J225,4h,B,VOL_HIGH,5,0,0,0.0,0.0,0.0,0.0
J225,4h,B,VOL_NORMAL,5,2,2,1.0,1.0,2.0,0.0
J225,4h,B,LEVEL_FRESH,5,2,3,1.0,1.0,3.0,0.0
J225,4h,B,TREND_ALIGN,5,0,0,0.0,0.0,0.0,0.0
J225,4h,B,TREND_AGAINST,5,2,3,1.0,1.0,3.0,0.0
J225,4h,C,no_filter,5,2,3,0.05561289328040575,0.6666666666666666,0.16683867984121725,0.0
J225,4h,C,VOL_HIGH,5,0,0,0.0,0.0,0.0,0.0
J225,4h,C,VOL_NORMAL,5,2,2,-0.13053802352563443,0.5,-0.26107604705126886,0.0
J225,4h,C,LEVEL_FRESH,5,2,3,0.05561289328040575,0.6666666666666666,0.16683867984121725,0.0
J225,4h,C,TREND_ALIGN,5,0,0,0.0,0.0,0.0,0.0
J225,4h,C,TREND_AGAINST,5,2,3,0.05561289328040575,0.6666666666666666,0.16683867984121725,0.0
J225,4h,D,no_filter,5,2,3,0.7989041087747332,1.0,2.3967123263241996,0.0
J225,4h,D,VOL_HIGH,5,0,0,0.0,0.0,0.0,0.0
J225,4h,D,VOL_NORMAL,5,2,2,0.7223845875312712,1.0,1.4447691750625424,0.0
J225,4h,D,LEVEL_FRESH,5,2,3,0.7989041087747332,1.0,2.3967123263241996,0.0
J225,4h,D,TREND_ALIGN,5,0,0,0.0,0.0,0.0,0.0
J225,4h,D,TREND_AGAINST,5,2,3,0.7989041087747332,1.0,2.3967123263241996,0.0
